timestamp,x,y,z
1778509206053,0.1794617,11.627922,-0.6364908
1778509206072,0.16510476,11.72543,0.22253251
1778509206088,0.34157544,11.644671,0.631107
1778509206108,0.6023931,11.95514,1.0157533
1778509206128,0.42532423,11.556735,1.6013966
1778509206144,0.16211374,10.31486,2.2881367
1778509206163,0.20817557,8.681161,2.961118
1778509206182,0.5778667,7.2873416,3.0837502
1778509206200,1.0893325,6.274579,3.0448668
1778509206219,1.4691931,5.675177,2.568695
1778509206237,1.4590236,5.372485,1.6528423
1778509206256,1.1395818,5.3425746,0.7704889
1778509206275,0.4660022,5.697311,0.3930211
1778509206293,-0.12861422,6.209973,0.32662028
1778509206312,-0.51565325,6.631708,0.5162515
1778509206331,-0.762114,6.986444,0.86081797
1778509206349,-0.8428718,7.120442,0.8596215
1778509206368,-0.7818548,7.0678,0.951147
1778509206387,-0.35473597,7.0666037,1.2430713
1778509206405,0.05503492,6.9852476,1.7455641
1778509206425,0.21655045,6.623333,2.134996
1778509206443,0.39421752,6.37089,2.324029
1778509206461,0.5557331,6.29432,2.4263222
1778509206481,0.7429714,6.326623,2.4197419
1778509206499,0.5282156,6.5946193,2.4496522
1778509206517,0.0065802624,6.672984,2.4855444
1778509206537,-0.509073,6.9338017,2.9509485
1778509206555,-0.7196414,7.3292155,3.92064
1778509206573,-0.90029955,8.17149,5.042874
1778509206593,-1.3459628,8.362317,6.0490556
1778509206612,-1.7006987,7.23111,6.768099
1778509206630,-1.4877375,6.096314,7.356135
1778509206649,-0.5413761,5.828916,8.529217
1778509206668,0.357727,7.253842,9.635897
1778509206686,0.27098715,8.320442,10.572687
1778509206705,-0.20937198,8.279764,10.753345
1778509206723,-0.28414768,8.222337,10.565509
1778509206742,-0.34456646,8.851649,10.291531
1778509206761,-1.1318051,9.192028,9.826724
1778509206780,-1.9746768,9.131609,8.985049
1778509206798,-2.411367,8.8701935,8.602796
1778509206817,-2.216352,9.085547,9.177671
1778509206835,-1.8251255,9.543773,9.917053
1778509206855,-1.5146568,9.600004,10.01157
1778509206874,-1.2239288,9.439685,9.610174
1778509206892,-0.92542416,9.175877,9.327821
1778509206911,-0.60000026,9.150154,9.294321
1778509206929,-0.76271224,9.546764,9.057432
1778509206948,-1.1778669,9.40798,8.526823
1778509206967,-1.3704891,8.95813,7.6181493
1778509206985,-1.1186446,8.7367935,7.2442703
1778509207004,-0.5694918,9.393623,7.585248
1778509207022,-0.058624156,10.546964,8.261818
