timestamp,x,y,z
1778509528274,0.6329016,9.232108,3.0592237
1778509528291,0.69092757,9.288938,3.0502508
1778509528310,0.70169526,9.317053,2.9545379
1778509528329,0.6729814,9.30808,2.9353952
1778509528347,0.6161518,9.265009,2.8725836
1778509528366,0.56769717,9.155538,2.9198418
1778509528383,0.4749753,8.898908,2.8905299
1778509528403,0.50428736,8.6548395,2.705086
1778509528422,0.56350976,8.348558,2.4771698
1778509528440,0.65024954,8.070991,2.2881367
1778509528459,0.64008003,7.751549,2.1984057
1778509528477,0.53359944,7.303493,2.0781665
1778509528496,0.45104706,6.8165536,1.939981
1778509528516,0.49950173,6.3200426,1.6402799
1778509528534,0.69212395,5.989235,1.4338989
1778509528552,0.8859426,5.7266226,1.5182459
1778509528572,0.87996054,5.474778,1.9106688
1778509528590,0.6771688,5.267201,2.3856442
1778509528608,0.49232325,5.092525,2.536392
1778509528628,0.4438686,5.169095,2.6213372
1778509528646,0.40558344,4.9549375,2.9222345
1778509528666,0.49651068,4.551149,3.554538
1778509528684,0.78783685,4.1228333,4.313661
1778509528702,0.9798609,4.0959144,5.0662036
1778509528720,0.9720842,4.2251267,5.371289
1778509528738,0.7543373,4.889135,5.4957156
1778509528759,0.3924229,5.087739,5.8193445
1778509528777,0.119042926,4.799404,6.571289
1778509528795,0.23330021,4.4817567,7.2843504
1778509528815,0.90149593,5.4436717,7.9070826
1778509528833,1.5116657,7.1838517,8.876176
1778509528851,1.4488541,8.355737,9.88475
1778509528870,0.90149593,8.770293,10.658829
1778509528889,0.43968117,8.95454,10.905888
1778509528907,0.43728834,10.018748,11.190035
1778509528926,0.46181476,11.04168,12.047264
1778509528945,0.28893334,11.5017,12.717254
1778509528963,-0.26739794,11.313266,12.734004
1778509528982,-0.78664047,10.919048,12.346367
1778509529002,-1.0707881,10.33161,11.823535
1778509529019,-0.7788638,9.809377,11.160125
1778509529038,-0.0741775,9.766904,10.643873
1778509529057,0.40438703,10.168898,10.381859
