timestamp,x,y,z
1778576420264,-0.32422748,3.987639,9.586246
1778576420282,-0.089132644,3.8530426,9.847662
1778576420300,0.15194423,3.8943188,9.722038
1778576420319,0.27218357,3.8129628,9.589835
1778576420340,0.23868406,3.798606,9.604192
1778576420357,0.16271193,3.8991046,9.574282
1778576420375,0.05623133,4.1808596,9.447462
1778576420393,-0.05922236,4.4524446,9.183055
1778576420413,-0.21355942,4.54397,9.347562
1778576420431,-0.35473597,4.712066,9.6275215
1778576420449,-0.5066802,4.7898326,9.978668
1778576420469,-0.5706882,4.914858,10.196416
1778576420487,-0.567099,4.9292145,10.292129
1778576420505,-0.50488555,5.0386863,10.392627
1778576420525,-0.46002015,5.0105705,10.622338
1778576420543,-0.44626144,5.0889354,11.114661
1778576420561,-0.5521438,5.2947183,11.255837
1778576420581,-0.74177504,5.4574304,11.181661
1778576420599,-0.7908279,5.761917,10.96511
1778576420617,-0.8458628,6.005387,10.9070835
1778576420637,-0.96909314,6.25424,10.933405
1778576420655,-1.1976078,6.2883377,10.829915
1778576420673,-1.3734802,6.2925253,10.349556
1778576420692,-1.4560326,6.209973,9.595219
1778576420711,-1.3351951,6.187241,8.627322
1778576420729,-1.2035898,6.222535,7.6313095
1778576420748,-1.166501,6.253642,6.9248285
1778576420768,-1.3830515,6.433702,6.2865434
1778576420786,-1.6522441,6.6203423,6.072386
1778576420804,-1.9172492,6.625128,5.7966127
1778576420824,-1.8610178,6.767501,5.54417
1778576420842,-1.5565311,6.89432,5.371289
1778576420860,-1.11685,7.1682982,5.094918
1778576420880,-0.718445,7.2556367,4.575077
1778576420898,-0.38644084,7.223932,4.0307097
1778576420917,0.029910283,7.3543406,3.2572298
1778576420935,0.33080772,7.2843504,2.8701909
1778576420954,0.63230336,7.3292155,2.076372
1778576420972,0.92243314,7.416554,1.416551
1778576420992,1.1796615,7.39442,0.6945168
1778576421010,1.4769697,7.3956165,-0.20877378
