timestamp,x,y,z
1778509599799,0.47318068,7.1018977,6.79442
1778509599800,0.51086766,7.135397,6.8763742
1778509599813,0.5988039,7.129415,6.762715
1778509599833,0.68494546,7.153343,6.7782683
1778509599852,0.6658029,7.1007013,6.739983
1778509599871,0.56470615,6.963114,6.7005014
1778509599888,0.4779663,6.9206414,6.7184477
1778509599906,0.41754755,6.9583282,6.5700927
1778509599925,0.3493521,7.0450683,6.7022963
1778509599944,0.2105684,7.164709,6.7669024
1778509599962,-0.1052842,7.338787,6.867401
1778509599982,-0.63170516,7.598408,6.960123
1778509600000,-1.2628121,7.830512,7.0803623
1778509600019,-1.9531415,7.8957167,7.199405
1778509600038,-2.2025933,7.9256268,7.286743
1778509600056,-2.1026928,7.9106717,7.331609
1778509600074,-2.0183458,7.7150583,7.3525457
1778509600094,-2.009971,7.4865437,7.391429
1778509600112,-2.0985055,7.0953174,7.3812594
1778509600130,-2.2995026,6.771688,7.283752
1778509600150,-2.3371894,6.61436,7.1210403
1778509600168,-2.224727,6.58445,6.91765
1778509600187,-2.0697916,6.502496,6.71426
1778509600205,-2.0464616,6.430711,6.7244296
1778509600225,-2.0793629,6.3888364,7.091728
1778509600243,-1.9591235,6.370292,7.4183483
1778509600261,-1.7180467,6.332007,7.650452
1778509600280,-1.39023,6.3164535,7.8699937
1778509600300,-1.1784651,6.058627,8.078169
1778509600318,-0.7932207,5.8283176,8.145766
1778509600337,-0.44626144,5.916852,8.030911
1778509600355,-0.26799613,5.9874406,7.913663
1778509600374,-0.1381855,5.986244,7.8538423
1778509600393,0.23868406,5.837291,7.896913
1778509600412,0.6729814,5.8265233,8.026724
1778509600430,1.0229317,5.849255,8.337193
1778509600449,1.457229,5.9910297,8.52443
1778509600468,1.9651057,5.9790654,8.478369
1778509600485,2.446063,5.782256,8.571091
1778509600505,3.0478578,5.832505,8.722437
1778509600523,3.527619,5.8343,8.551949
1778509600541,3.8536408,5.836693,8.09791
1778509600560,4.109673,5.9007006,7.5475607
1778509600580,4.1928234,5.8749776,6.9373913
1778509600597,4.2508492,5.816354,6.4277196
1778509600617,4.572086,5.895915,6.3888364
1778509600636,4.889135,6.1902323,6.4354963
1778509600655,4.9495535,6.6855464,6.378069
1778509600673,4.686343,6.9912295,6.1393847
1778509600692,4.144967,7.1976104,5.89771
1778509600710,3.6047873,7.5050883,5.5513487
1778509600729,3.0993035,7.759924,5.5387864
1778509600749,2.7338,7.880761,5.710471
1778509600767,2.416751,7.8203425,5.849255
1778509600787,2.0147567,7.8604226,5.853442
1778509600805,1.7389839,7.7850485,5.716453
