timestamp,x,y,z
1778575616645,0.7040881,3.5623147,8.16431
1778575616662,0.6155536,3.2721848,8.216354
1778575616681,0.3684947,3.2165518,8.413763
1778575616700,0.054436713,3.5383866,8.85823
1778575616720,0.029910283,3.906283,9.095717
1778575616737,0.033499517,4.0594234,9.2285185
1778575616756,0.03708875,4.045665,9.319446
1778575616773,0.021535404,4.1222353,9.486345
1778575616793,0.043070808,4.065406,9.654441
1778575616811,0.03708875,3.8841493,9.6783695
1778575616830,0.106480606,3.5886357,9.765707
1778575616849,0.046061836,3.3696926,9.927821
1778575616867,-0.0849452,3.5186458,10.130613
1778575616886,-0.2865405,3.9014974,10.380065
1778575616906,-0.33200413,4.412365,10.435698
1778575616923,0.111266255,4.872385,10.321441
1778575616942,0.79501534,5.6949177,10.380663
1778575616961,1.3435699,6.5479593,10.854442
1778575616979,1.2299109,6.8189464,12.127423
1778575616998,0.48394838,6.1393847,13.813167
1778575617016,-0.084346995,5.1786666,15.398412
1778575617035,0.10887343,4.9322057,16.351353
1778575617054,0.7722835,5.9467626,16.997416
1778575617072,0.991825,6.9726853,17.490337
1778575617093,0.30269206,6.832705,17.385054
1778575617110,-0.8679964,5.5429735,16.685751
1778575617129,-1.7449659,4.3034916,15.397216
1778575617148,-2.0105693,3.5234313,14.020146
1778575617166,-1.6522441,3.505485,13.280166
1778575617185,-1.2915261,4.0241294,13.345968
1778575617204,-1.4458631,4.025326,13.424932
1778575617224,-1.8574286,3.5635111,13.229917
1778575617240,-2.1433709,3.033501,12.477374
1778575617260,-2.105684,2.3874388,11.806786
1778575617279,-2.0015962,2.0434706,11.750554
1778575617296,-1.4691931,0.6233303,11.030912
