timestamp,x,y,z
1778576341921,-3.101098,7.772486,4.686941
1778576341937,-3.2362926,7.8352976,4.8233323
1778576341957,-3.1465619,7.5320077,5.6321063
1778576341977,-2.8091738,7.602596,5.831907
1778576341993,-2.3952155,7.59123,5.675177
1778576342013,-2.2067807,7.5702925,5.477171
1778576342031,-2.3150558,7.456035,5.2755756
1778576342051,-2.254039,7.6420774,5.4430733
1778576342068,-2.3306093,7.7617183,5.5040903
1778576342087,-2.3886352,7.7419777,5.131408
1778576342106,-2.2097716,7.879565,5.0662036
1778576342125,-2.0542383,7.9794655,5.273183
1778576342142,-2.114657,8.094919,5.5872407
1778576342163,-2.115255,7.8897343,5.573482
1778576342181,-1.8370895,7.888538,5.4676
1778576342199,-1.692922,7.8921275,5.421538
1778576342219,-1.5050855,7.944171,5.4000025
1778576342237,-1.3339987,8.009974,5.4927244
1778576342255,-1.2335001,7.9573317,5.4849477
1778576342274,-1.0887343,7.946564,5.3718867
1778576342293,-0.8111669,7.945368,5.380262
1778576342311,-0.79501534,7.969894,5.638088
1778576342330,-1.1156535,8.000402,5.6817575
1778576342349,-1.4997016,7.9818583,5.3904314
1778576342367,-1.7593229,8.077571,5.1003013
1778576342386,-1.9824536,7.993224,5.283951
1778576342406,-2.289333,7.9340014,5.7523456
1778576342424,-2.661417,7.8646097,6.0717874
1778576342442,-3.028117,7.7617183,6.220741
1778576342461,-3.3320055,7.55773,5.9730835
1778576342480,-3.571886,7.409375,5.5262237
1778576342498,-3.8644085,7.3196445,5.18405
1778576342518,-4.197011,7.2861447,4.916652
1778576342536,-4.6582274,7.2299137,4.662415
1778576342554,-5.051847,7.0450683,4.2568316
1778576342574,-5.2624154,6.9445696,3.795615
1778576342592,-5.4179487,6.6771717,3.4839497
1778576342610,-5.5334024,6.4295144,3.4301112
1778576342629,-5.74756,6.326623,3.699902
1778576342648,-6.067002,6.35773,4.049254
1778576342666,-6.257829,6.363712,4.3519464
1778576342686,-5.977271,6.202196,4.8526444
1778576342705,-5.555536,5.959325,5.9042897
1778576342722,-5.3216376,5.157131,7.2693954
1778576342741,-4.851448,4.59063,8.533403
1778576342760,-4.1114674,4.2107697,10.147961
1778576342778,-3.0735807,3.8620157,11.661421
1778576342797,-1.9770697,3.3936207,13.033705
1778576342816,-0.9421739,3.3900316,13.36212
1778576342834,-0.23030917,3.7010984,13.208381
1778576342854,0.16211374,4.1497526,13.766507
1778576342872,0.020338992,4.342375,14.155939
1778576342892,-0.0424726,4.6432724,14.326427
1778576342910,-0.34037903,4.8825545,14.149957
1778576342934,-0.09032906,4.913063,13.632509
1778576342949,1.2394822,4.19402,12.520445
1778576342973,3.2033913,3.9200418,11.382059
1778576343007,6.1645093,3.5976088,9.636495
1778576343026,6.9798636,3.4624143,8.568698
1778576343040,7.124031,3.5724843,7.348358
