timestamp,x,y,z
1778509675594,0.31944183,9.438489,-3.6771703
1778509675613,-0.07298109,9.122038,-3.35713
1778509675634,-0.28713873,9.0747795,-3.4983068
1778509675650,-0.30329028,9.217153,-3.6801612
1778509675668,-0.37507495,9.222537,-3.6526437
1778509675687,-0.4031906,9.232108,-3.7100716
1778509675706,-0.28893334,9.183653,-3.7136607
1778509675724,-0.13519448,9.2691965,-3.7022948
1778509675743,0.17826529,9.309875,-3.9421754
1778509675762,0.59940207,9.526425,-4.2185464
1778509675781,0.779462,9.7609215,-3.9780676
1778509675799,0.9349955,9.899107,-3.7178483
1778509675817,1.2346965,9.802796,-3.5946178
1778509675837,1.6743777,9.71486,-3.6454654
1778509675855,1.9345971,9.794421,-3.7328033
1778509675874,1.7988044,9.88176,-3.4869409
1778509675893,1.5373886,9.749556,-3.3373895
1778509675911,1.1988041,9.41157,-3.5700915
1778509675930,0.76689965,8.98804,-4.0719857
1778509675949,0.5312066,8.558528,-4.6319065
1778509675967,0.3056831,8.353942,-4.634897
1778509675986,0.1160519,8.484949,-4.298706
1778509676005,0.11306087,8.71466,-3.9463627
1778509676023,0.2644069,8.857632,-3.714857
1778509676045,0.31046873,9.048459,-3.5144582
1778509676061,0.20817557,9.059227,-3.324827
1778509676079,0.04546363,9.011969,-3.321836
1778509676099,-0.1363909,8.960523,-3.3481572
1778509676117,-0.06759724,8.940184,-3.5096726
1778509676135,0.014356935,8.906684,-3.5611184
1778509676155,-0.317049,8.965308,-3.417549
1778509676173,-0.8380861,8.838489,-3.5581272
1778509676191,-1.0474582,8.753544,-3.6604204
1778509676210,-1.0432707,8.715259,-3.6699917
1778509676230,-1.0426725,8.863015,-3.6466618
1778509676248,-1.3489537,9.107681,-3.507878
1778509676266,-1.6755741,9.319446,-3.293122
1778509676285,-2.1714866,9.122038,-3.1322048
1778509676304,-2.1661026,8.835498,-3.3320055
1778509676322,-1.9830518,8.761918,-3.8638103
1778509676342,-1.995614,8.732606,-4.045665
1778509676360,-2.2797618,8.743972,-3.886542
1778509676379,-2.626123,8.531011,-3.8099718
1778509676398,-2.6859434,8.234301,-4.15394
1778509676416,-2.440081,8.237292,-4.341777
1778509676434,-2.393421,8.26122,-4.2311087
1778509676454,-2.6943183,8.530413,-4.1024942
1778509676472,-3.0675986,8.7469635,-4.0408792
1778509676491,-3.1028929,8.747561,-3.8691943
1778509676510,-2.8552356,8.694321,-3.851248
1778509676529,-2.7361927,8.826525,-4.0701914
1778509676547,-2.8893332,8.831908,-4.0959144
1778509676566,-2.9473593,8.712866,-4.101298
1778509676585,-2.7074788,8.659027,-4.1551366
1778509676604,-2.5830522,8.582457,-4.2011986
1778509676623,-2.489732,8.404191,-4.4859443
