timestamp,x,y,z
1778576438211,-0.38703907,9.327223,10.89512
1778576438228,-0.7615158,9.266804,10.93819
1778576438251,-0.9822537,9.0341015,10.9070835
1778576438266,-1.1826526,9.052647,10.445868
1778576438286,-1.2466606,9.104691,10.206585
1778576438304,-1.038485,8.945567,9.9038925
1778576438322,-0.48753762,8.856435,9.452846
1778576438341,-0.22791636,8.9826565,8.945567
1778576438360,-0.33080772,9.086145,8.370692
1778576438378,-0.47676992,9.275777,7.853244
1778576438397,-0.5706882,9.623933,7.402197
1778576438416,-0.7088737,9.933205,7.103692
1778576438434,-0.907478,10.277173,7.057032
1778576438453,-1.1958131,10.335797,7.220342
1778576438472,-1.2759727,10.455439,7.1802626
1778576438491,-1.4285151,10.470394,7.1449685
1778576438509,-1.5672989,10.3848505,7.1102724
1778576438527,-1.655235,10.37169,7.2807612
1778576438546,-1.5750755,10.290334,7.335198
1778576438565,-1.352543,10.255039,7.0845494
1778576438583,-1.2532408,10.182656,6.732805
1778576438603,-1.105484,10.142577,6.3768725
1778576438621,-0.8213364,10.060024,6.1417775
1778576438639,-0.45224348,10.11506,6.122635
1778576438659,-0.29910284,10.186246,6.187241
1778576438677,-0.35294133,10.11506,6.2440705
1778576438696,-0.34157544,10.13839,6.09093
1778576438715,-0.33439696,10.152148,5.9096737
1778576438733,-0.089132644,10.536197,5.5447683
1778576438751,0.24885355,11.111072,5.089534
1778576438772,-0.07178468,11.078171,4.7078786
1778576438790,-1.0145568,10.460822,4.415356
1778576438808,-1.8783658,9.978668,4.4189453
1778576438826,-2.5471597,9.467203,4.9459643
1778576438846,-2.8205397,9.150154,5.2348976
1778576438863,-2.925824,8.950353,5.119444
1778576438883,-2.8265216,8.548957,5.0548377
1778576438902,-2.4323041,8.207381,4.759324
1778576438919,-2.0494525,7.346564,4.351348
1778576438940,-1.4404793,6.760322,3.5772698
1778576438957,-0.68853474,6.3924255,2.8917263
1778576438976,0.038285162,6.4163537,2.1463618
1778576438995,0.51505506,6.47438,1.4793626
1778576439013,0.40917268,6.1627145,0.9870393
1778576439031,0.60717875,6.2327046,0.4881358
