timestamp,x,y,z
1778576109543,3.2398818,6.6981087,8.381459
1778576109561,2.932404,6.5886374,8.010572
1778576109580,2.8660033,6.8871417,7.292725
1778576109599,2.5232315,7.0301127,6.7483582
1778576109621,2.3940191,7.2346992,6.431309
1778576109636,2.1385853,7.4362946,6.298507
1778576109655,1.8173488,7.304091,6.303891
1778576109674,1.4416757,7.353144,6.064609
1778576109692,1.1294123,7.487142,5.864808
1778576109710,0.7112665,7.5930243,5.691927
1778576109730,0.37507495,7.832307,5.4293146
1778576109748,0.16689938,7.980662,5.321039
1778576109766,-0.047856454,8.067402,5.3036914
1778576109785,-0.17826529,8.025527,5.4167523
1778576109804,-0.25184458,8.073982,5.6063833
1778576109822,-0.23928227,8.006983,5.7020965
1778576109841,-0.10109676,8.030911,5.7517476
1778576109860,-0.030508488,8.04467,5.85763
1778576109879,0.06580263,8.068598,5.834898
1778576109897,0.09750752,8.001599,5.940182
1778576109916,0.28414768,7.8957167,5.9001026
1778576109935,0.45583272,7.87119,5.9024954
1778576109953,0.634098,7.9040914,5.866603
1778576109972,0.7531409,7.8987074,5.9347982
1778576109991,0.89371926,7.7365937,6.099305
1778576110009,1.1784651,7.6067834,6.218946
1778576110029,1.4787644,7.563114,6.270392
1778576110048,1.7557336,7.476374,6.303293
1778576110065,2.1589243,7.327421,6.5234327
1778576110085,2.4951158,7.0636125,6.728617
1778576110104,2.7014968,6.6101727,6.832705
1778576110122,2.9282167,5.9988065,6.856035
1778576110142,3.5880375,5.3910294,7.0337024
1778576110160,4.516453,5.2259245,7.328019
1778576110178,4.881358,4.7569313,7.405786
1778576110198,3.7459638,5.0386863,7.652247
1778576110215,2.2929223,5.63091,7.4267235
1778576110233,1.6779668,6.19083,7.0348988
1778576110253,1.9160527,6.626922,6.5455666
1778576110272,2.7439694,6.68435,6.1118674
1778576110290,3.2566316,6.8195443,5.736792
1778576110308,2.6099713,6.678966,7.3567333
1778576110327,1.4913267,7.0348988,8.649456
1778576110346,0.8135597,8.010572,8.599805
1778576110365,0.24047868,8.650652,7.94118
1778576110384,-0.506082,8.59442,7.1246295
1778576110403,-1.46022,8.045866,7.476374
