timestamp,x,y,z
1778509664687,1.3752748,5.12423,8.5118685
1778509664705,1.2466606,5.0769715,8.462217
1778509664725,1.3435699,5.023133,8.2965145
1778509664743,1.5972091,5.0458646,8.29472
1778509664762,1.7778672,5.0069814,8.411968
1778509664781,1.7820547,5.0219364,8.512466
1778509664799,1.7108682,5.1607203,8.5016985
1778509664818,1.7904296,5.307879,8.291729
1778509664836,2.0979073,5.482555,8.248059
1778509664855,2.5226333,5.6099725,8.396415
1778509664874,2.9282167,5.6039906,8.526225
1778509664892,3.35713,5.6069818,8.670393
1778509664911,3.6664026,5.6350975,8.827123
1778509664930,3.900301,5.581259,8.806784
1778509664948,4.107878,5.42752,8.623733
1778509664967,4.2000017,5.250451,8.472386
1778509664986,4.1443686,4.9782677,8.5681
1778509665004,4.1288157,4.7880383,8.596813
1778509665023,3.9918263,4.5212383,8.351549
1778509665042,3.784249,4.2634115,7.943573
1778509665060,3.449852,4.0211387,7.763513
1778509665080,3.2201412,4.1030927,7.8317084
1778509665098,3.1154552,4.256233,7.8538423
1778509665116,2.9629126,4.386044,7.865806
1778509665136,2.6368906,4.392026,7.880761
1778509665155,2.1074786,4.261617,8.140981
1778509665173,1.8089739,4.3298125,8.308478
1778509665192,1.7611175,4.6821556,8.092526
1778509665210,1.477568,4.706682,7.75454
1778509665229,1.0707881,4.6654058,7.753942
1778509665247,0.81834537,4.7772703,8.1230345
1778509665266,0.66699934,4.8975096,8.426325
1778509665285,0.5198407,4.8418765,8.668
1778509665304,0.39960137,4.733003,8.700303
1778509665323,0.2955136,4.699504,8.579466
1778509665340,0.015553347,4.7623153,8.389236
1778509665360,-0.37447673,4.9543395,8.288139
1778509665379,-0.63888365,5.3365927,8.126026
1778509665397,-0.8255238,5.5800624,7.865208
1778509665416,-0.8350951,5.8797636,7.587641
1778509665435,-0.86081797,6.088537,7.396215
1778509665453,-0.97567344,6.195018,7.475776
1778509665472,-1.0725827,6.2434726,7.5936227
1778509665491,-0.8895318,6.4905314,7.6049886
1778509665509,-0.6305088,6.6514487,7.598408
1778509665530,-0.43429732,6.7172513,7.682157
1778509665547,-0.4881358,6.541379,7.7150583
1778509665566,-0.4354937,6.426523,7.6396847
1778509665584,-0.15613168,6.4295144,7.509874
1778509665602,0.22253251,6.480362,7.442875
1778509665621,0.57547385,6.483951,7.571489
1778509665640,0.6448657,6.3696938,7.7497544
1778509665658,0.5952146,6.2608204,7.858628
1778509665677,0.5802595,6.1938214,7.8346996
1778509665695,0.61914283,6.1214385,7.778468
1778509665715,0.6729814,6.1208405,7.6737823
