timestamp,x,y,z
1778575705346,1.2293127,7.9950185,2.748755
1778575705366,1.2999009,7.8430743,3.1657043
1778575705381,1.2352947,8.047063,2.6338995
1778575705400,1.2035898,8.121839,2.094318
1778575705419,1.4931214,8.314461,1.5529419
1778575705437,1.6277176,8.462217,1.5738791
1778575705455,1.5571294,8.29113,1.8167506
1778575705475,1.7515461,8.400602,2.0434706
1778575705493,1.588236,8.225926,2.3898315
1778575705512,1.0654043,8.185248,2.521437
1778575705530,0.23569304,7.3639116,2.283351
1778575705549,-0.17467605,6.361319,1.3393825
1778575705567,0.5838487,5.8546386,0.4959125
1778575705586,1.396212,6.105885,1.0797613
1778575705605,1.1240284,5.6913285,2.5136602
1778575705623,0.6664011,4.290331,3.7950168
1778575705642,0.066400826,3.4977086,4.3908296
1778575705661,-0.56410795,2.629712,5.148158
1778575705680,-1.11685,2.7684958,6.233901
1778575705698,-1.8406788,2.484348,7.451848
1778575705718,-2.1816561,2.8079774,8.148159
1778575705736,-2.379662,3.2967114,8.927621
1778575705754,-2.464009,3.775276,9.407382
1778575705774,-1.7006987,4.091727,9.32124
1778575705792,-0.42831525,4.953741,9.369696
1778575705810,-1.2035898,4.9603214,10.591231
1778575705830,-1.8717855,3.6113675,11.487942
1778575705849,-1.7706888,1.8813568,11.866008
1778575705866,-1.0767702,0.060418773,11.4394865
1778575705885,-0.10049855,-1.5948163,11.117054
1778575705904,0.8009974,-2.376671,10.992627
1778575705922,1.2819548,-3.086143,10.47518
1778575705942,1.466202,-3.6370904,9.571889
1778575705960,0.6945168,-4.028915,8.306684
1778575705978,-0.093918286,-4.7228336,7.8634133
1778575705998,-0.41156548,-4.8843493,7.554141
1778575706017,-0.6945168,-5.766104,7.203593
1778575706035,-0.3397808,-7.556534,7.155138
1778575706054,-0.11784652,-6.678368,9.47139
1778575706072,-2.2325034,-4.6295137,15.765112
1778575706090,-4.6061835,-3.6634114,18.30928
1778575706110,-7.159325,-5.0644093,16.660028
1778575706128,-10.070194,-6.025726,14.289339
1778575706146,-11.547762,-7.1599236,14.100306
1778575706167,-11.232508,-7.322037,14.897116
1778575706184,-10.47817,-8.176275,15.506089
