timestamp,x,y,z
1778509255723,-0.24646074,8.636295,-5.304888
1778509255744,-0.5282156,8.55793,-4.964509
1778509255762,-0.80518484,8.46461,-4.662415
1778509255781,-0.70348984,8.5016985,-4.761119
1778509255799,-0.7256235,8.601599,-4.843073
1778509255816,-0.9876375,8.607581,-4.956134
1778509255836,-1.410569,8.665607,-5.1535416
1778509255855,-1.8448663,8.800801,-5.212166
1778509255873,-2.158326,9.111869,-5.2737813
1778509255893,-2.4526432,9.442079,-5.278567
1778509255911,-2.5950162,9.638887,-5.285745
1778509255929,-2.8606195,9.72144,-5.122435
1778509255948,-2.9952157,9.707682,-5.0422754
1778509255968,-3.016751,9.464211,-4.956134
1778509255985,-2.966502,9.183055,-4.8693943
1778509256004,-3.0125637,9.055039,-4.673781
1778509256024,-2.9682965,9.027522,-4.391428
1778509256042,-2.714059,9.065806,-3.9541395
1778509256060,-2.5064816,8.813364,-3.4253256
1778509256079,-2.0422742,8.411369,-3.2129626
1778509256098,-1.6755741,8.185846,-3.1597223
1778509256116,-1.5248263,8.190632,-2.9192436
1778509256135,-1.2753744,8.213962,-2.6099713
1778509256153,-0.8817552,8.226524,-2.6907291
1778509256173,-0.5515456,8.129615,-2.7385855
1778509256190,-0.26679972,8.152945,-2.5106692
1778509256209,0.21355942,8.270791,-2.2181466
1778509256227,0.8392825,8.4502535,-2.0195422
1778509256247,1.3968102,8.599805,-2.2175484
1778509256266,1.6175481,8.65125,-2.271985
1778509256284,1.8801605,8.960523,-2.0350957
1778509256303,2.3282163,9.270393,-1.3375878
1778509256321,3.1657043,9.570692,-0.357727
1778509256340,3.6406796,9.5455675,-0.10827523
1778509256359,3.5156546,9.329616,-0.55812585
1778509256377,3.1280174,9.019745,-1.1114662
1778509256396,2.9389844,9.043075,-1.6630118
1778509256415,3.004787,9.061021,-1.9680966
1778509256434,3.1758738,9.15494,-2.2474587
1778509256452,3.446861,9.574282,-1.9345971
1778509256471,3.6891344,9.397811,-1.4913267
1778509256491,4.540381,9.437292,-1.3752748
1778509256507,5.2235317,9.952946,-1.8550358
1778509256526,5.4723854,10.29811,-2.5776682
1778509256546,5.2073803,10.27478,-2.800799
1778509256565,5.2438707,10.5792675,-2.934797
1778509256583,5.578866,10.805987,-3.2841492
1778509256602,5.9180484,11.352747,-3.385844
1778509256621,6.040681,11.834901,-3.0514472
1778509256639,5.511867,11.612967,-2.885744
